frame,stage,timestamp_ms
464,frame:out,1.7598e+12
465,frame:in,1.7598e+12
465,frame:out,1.7598e+12
466,frame:in,1.7598e+12
466,frame:out,1.7598e+12
467,frame:in,1.7598e+12
467,frame:out,1.7598e+12
468,frame:in,1.7598e+12
468,frame:out,1.7598e+12
469,frame:in,1.7598e+12
469,frame:out,1.7598e+12
470,frame:in,1.7598e+12
470,frame:out,1.7598e+12
471,frame:in,1.7598e+12
471,frame:out,1.7598e+12
472,frame:in,1.7598e+12
472,frame:out,1.7598e+12
473,frame:in,1.7598e+12
473,frame:out,1.7598e+12
474,frame:in,1.7598e+12
474,frame:out,1.7598e+12
475,frame:in,1.7598e+12
475,frame:out,1.7598e+12
476,frame:in,1.7598e+12
476,frame:out,1.7598e+12
477,frame:in,1.7598e+12
477,frame:out,1.7598e+12
478,frame:in,1.7598e+12
478,frame:out,1.7598e+12
479,frame:in,1.7598e+12
479,frame:out,1.7598e+12
480,frame:in,1.7598e+12
480,frame:out,1.7598e+12
481,frame:in,1.7598e+12
481,frame:out,1.7598e+12
482,frame:in,1.7598e+12
482,frame:out,1.7598e+12
483,frame:in,1.7598e+12
483,frame:out,1.7598e+12
484,frame:in,1.7598e+12
484,frame:out,1.7598e+12
485,frame:in,1.7598e+12
485,frame:out,1.7598e+12
486,frame:in,1.7598e+12
486,frame:out,1.7598e+12
487,frame:in,1.7598e+12
487,frame:out,1.7598e+12
488,frame:in,1.7598e+12
488,frame:out,1.7598e+12
489,frame:in,1.7598e+12
489,frame:out,1.7598e+12
490,frame:in,1.7598e+12
490,frame:out,1.7598e+12
491,frame:in,1.7598e+12
491,frame:out,1.7598e+12
492,frame:in,1.7598e+12
492,frame:out,1.7598e+12
493,frame:in,1.7598e+12
493,frame:out,1.7598e+12
494,frame:in,1.7598e+12
494,frame:out,1.7598e+12
495,frame:in,1.7598e+12
495,frame:out,1.7598e+12
496,frame:in,1.7598e+12
496,frame:out,1.7598e+12
497,frame:in,1.7598e+12
497,frame:out,1.7598e+12
